mx,my,mz
-1778,-4506,7217
-1778,-4506,7217
-1778,-4506,7217
-1778,-4506,7217
-1751,-4902,6331
-1751,-4902,6331
-1751,-4902,6331
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1723,-4879,6262
-1775,-4866,6165
-1775,-4866,6165
-1775,-4866,6165
-1826,-4716,5905
-1826,-4716,5905
-1826,-4716,5905
-1826,-4716,5905
-1826,-4716,5905
-1826,-4716,5905
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1846,-4631,5860
-1910,-3967,5177
-1910,-3967,5177
-1910,-3967,5177
-1910,-3967,5177
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1977,-3731,5129
-1975,-3611,5090
-1975,-3611,5090
-1975,-3611,5090
-1975,-3611,5090
-1975,-3611,5090
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2155,-3621,5655
-2179,-3755,6280
-2179,-3755,6280
-2179,-3755,6280
-2179,-3755,6280
-2179,-3755,6280
-2179,-3755,6280
-2179,-3755,6280
-1971,-4002,7231
-2125,-4016,6491
-2125,-4016,6491
-2125,-4016,6491
-2125,-4016,6491
-2125,-4016,6491
-2125,-4016,6491
-2125,-4016,6491
-2005,-3848,5409
-2005,-3848,5409
-2063,-2246,6750
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2149,-2357,6303
-2103,-2422,5963
-2103,-2422,5963
-2103,-2422,5963
-2103,-2422,5963
-2103,-2422,5963
-2081,-2344,6217
-2081,-2344,6217
-2081,-2344,6217
-2081,-2344,6217
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-2041,-2334,5838
-1927,-2361,5259
-1927,-2361,5259
-2030,-2229,6117
-2030,-2229,6117
-2030,-2229,6117
-2030,-2229,6117
-2030,-2229,6117
-1966,-2177,5734
-1966,-2177,5734
-1966,-2177,5734
-1966,-2177,5734
-1952,-1978,6109
-1952,-1978,6109
-1952,-1978,6109
-1952,-1978,6109
-2048,-2240,6289
-2048,-2240,6289
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2396,-1910,9318
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
2588,-1975,9302
3567,-2029,8752
3567,-2029,8752
3567,-2029,8752
3786,-2110,8686
3786,-2110,8686
3786,-2110,8686
3786,-2110,8686
3786,-2110,8686
4245,-2087,8175
4387,-2067,7921
4387,-2067,7921
4387,-2067,7921
4387,-2067,7921
4387,-2067,7921
4387,-2067,7921
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
4798,-2230,7176
